hh_id,psu,strata,weight,d_cm,d_nutr,d_satt,d_educ,d_elct,d_sani,d_wtr,d_hsg,d_ckfl,d_asst,sex_Male,sex_Female,agec7_0-4,agec7_5-9,agec7_10-14,agec7_15-17,agec7_18-59,agec7_60+,hhsize,region,area
32106,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0,3,3,0,1,2,0,3,0,6,Ntchisi,rural
32107,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,1,1,0,0,0,0,0,2,2,Ntchisi,rural
32108,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,3,3,1,0,2,0,3,0,6,Ntchisi,rural
32109,321,Ntchisi Rural,0.57012755,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,1,3,5,0,2,2,2,2,0,8,Ntchisi,rural
32110,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,0,1,3,2,0,0,0,2,0,4,Ntchisi,rural
32111,321,Ntchisi Rural,0.57012755,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1.0,0,2,2,0,0,1,0,3,0,4,Ntchisi,rural
32112,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0,3,2,0,0,2,1,1,1,5,Ntchisi,rural
32113,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,0,1,4,1,2,0,0,2,0,5,Ntchisi,rural
32114,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32115,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,3,3,0,1,3,0,2,0,6,Ntchisi,rural
32116,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32117,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,2,2,0,2,0,0,2,0,4,Ntchisi,rural
32118,321,Ntchisi Rural,0.57012755,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,3,2,1,0,1,1,2,0,5,Ntchisi,rural
32119,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,0,2,3,0,1,1,1,2,0,5,Ntchisi,rural
32120,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,4,1,0,1,1,1,2,0,5,Ntchisi,rural
32121,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,1,2,0,1,0,0,2,0,3,Ntchisi,rural
32122,321,Ntchisi Rural,0.57012755,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1.0,0,3,5,1,1,2,1,3,0,8,Ntchisi,rural
32123,321,Ntchisi Rural,0.57012755,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32124,321,Ntchisi Rural,0.57012755,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32201,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,1,1,0,0,0,0,0,2,2,Ntchisi,rural
32202,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32203,322,Ntchisi Rural,0.35996574,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1.0,1,2,4,0,1,1,1,3,0,6,Ntchisi,rural
32204,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,1,0,0,0,0,0,2,2,Ntchisi,rural
32205,322,Ntchisi Rural,0.35996574,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1,3,5,1,3,1,1,0,2,8,Ntchisi,rural
32206,322,Ntchisi Rural,0.35996574,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,3,1,1,1,0,0,2,0,4,Ntchisi,rural
32207,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,2,0,0,0,0,1,0,1,2,Ntchisi,rural
32208,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,2,3,1,0,2,0,2,0,5,Ntchisi,rural
32209,322,Ntchisi Rural,0.35996574,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,1,3,2,0,0,0,2,0,4,Ntchisi,rural
32210,322,Ntchisi Rural,0.35996574,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1.0,1,4,3,2,2,1,0,2,0,7,Ntchisi,rural
32211,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,0,2,0,0,1,0,0,1,2,Ntchisi,rural
32212,322,Ntchisi Rural,0.35996574,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,2,4,2,0,0,0,4,0,6,Ntchisi,rural
32213,322,Ntchisi Rural,0.35996574,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,1,1,0,0,0,2,0,3,Ntchisi,rural
32214,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32215,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,2,2,0,0,0,1,1,2,4,Ntchisi,rural
32216,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1,4,2,1,2,0,0,3,0,6,Ntchisi,rural
32217,322,Ntchisi Rural,0.35996574,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,3,1,1,0,0,3,0,5,Ntchisi,rural
32218,322,Ntchisi Rural,0.35996574,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1,4,2,0,2,2,1,1,0,6,Ntchisi,rural
32219,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,1,1,0,0,0,0,1,1,2,Ntchisi,rural
32220,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0,5,2,2,1,1,1,2,0,7,Ntchisi,rural
32221,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,1,2,0,1,0,0,2,0,3,Ntchisi,rural
32222,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,1,1,0,0,0,2,0,3,Ntchisi,rural
32223,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,4,2,1,1,2,0,2,0,6,Ntchisi,rural
32224,322,Ntchisi Rural,0.35996574,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,2,1,0,1,0,0,2,0,3,Ntchisi,rural
32301,323,Ntchisi Rural,0.43829116,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,0,5,2,2,2,1,0,2,0,7,Ntchisi,rural
32302,323,Ntchisi Rural,0.43829116,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1,3,2,1,0,0,1,0,4,Ntchisi,rural
32303,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32304,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,2,2,0,0,1,0,3,0,4,Ntchisi,rural
32305,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,3,2,1,1,1,0,2,0,5,Ntchisi,rural
32306,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,3,7,0,2,7,0,0,1,10,Ntchisi,rural
32307,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,1,0,0,0,1,2,0,3,Ntchisi,rural
32308,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,1,0,0,0,1,0,0,1,Ntchisi,rural
32309,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32310,323,Ntchisi Rural,0.43829116,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,2,3,0,0,3,0,2,0,5,Ntchisi,rural
32311,323,Ntchisi Rural,0.43829116,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,3,2,1,1,1,0,2,0,5,Ntchisi,rural
32312,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32313,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1.0,0,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32314,323,Ntchisi Rural,0.43829116,,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0,1,1,0,0,0,0,2,0,2,Ntchisi,rural
32315,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,3,1,0,0,2,1,1,0,4,Ntchisi,rural
32316,323,Ntchisi Rural,0.43829116,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,4,5,1,2,2,1,2,1,9,Ntchisi,rural
32317,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,5,2,1,1,1,1,3,0,7,Ntchisi,rural
32318,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1.0,1,2,5,1,1,2,0,2,1,7,Ntchisi,rural
32319,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,2,0,0,0,1,2,1,4,Ntchisi,rural
32320,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,3,4,1,1,1,1,3,0,7,Ntchisi,rural
32321,323,Ntchisi Rural,0.43829116,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32322,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,1,1,0,0,0,0,2,0,2,Ntchisi,rural
32323,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1,0,5,0,1,1,1,2,0,5,Ntchisi,rural
32324,323,Ntchisi Rural,0.43829116,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,2,0,0,0,0,1,1,2,Ntchisi,rural
32401,324,Ntchisi Rural,0.27272293,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1,2,1,1,0,0,0,2,0,3,Ntchisi,rural
32402,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,1,1,0,0,0,0,2,0,2,Ntchisi,rural
32404,324,Ntchisi Rural,0.27272293,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,2,3,2,1,0,0,2,0,5,Ntchisi,rural
32405,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,5,2,1,1,2,1,2,0,7,Ntchisi,rural
32406,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,2,3,0,1,2,1,1,0,5,Ntchisi,rural
32407,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,0,1,0,0,0,0,1,0,1,Ntchisi,rural
32408,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,5,3,1,1,2,1,2,1,8,Ntchisi,rural
32409,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1.0,0,3,1,2,0,0,0,2,0,4,Ntchisi,rural
32410,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,3,4,1,3,1,1,1,0,7,Ntchisi,rural
32411,324,Ntchisi Rural,0.27272293,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0,5,5,1,2,1,2,3,1,10,Ntchisi,rural
32412,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0,3,2,0,0,1,1,3,0,5,Ntchisi,rural
32413,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,4,4,0,1,3,2,2,0,8,Ntchisi,rural
32414,324,Ntchisi Rural,0.27272293,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1,3,5,2,1,2,1,2,0,8,Ntchisi,rural
32415,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1.0,0,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32416,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,1,1,0,0,0,0,0,2,2,Ntchisi,rural
32417,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0,4,4,0,2,1,1,4,0,8,Ntchisi,rural
32418,324,Ntchisi Rural,0.27272293,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,5,4,2,0,1,1,5,0,9,Ntchisi,rural
32419,324,Ntchisi Rural,0.27272293,0.0,,0.0,0.0,1.0,0.0,1.0,1,1.0,0,4,6,1,2,1,1,5,0,10,Ntchisi,rural
32420,324,Ntchisi Rural,0.27272293,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,3,1,1,0,0,1,0,3,Ntchisi,rural
32421,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,1,3,0,0,0,1,2,1,4,Ntchisi,rural
32422,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,3,1,0,1,0,1,2,0,4,Ntchisi,rural
32423,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,0,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32424,324,Ntchisi Rural,0.27272293,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,3,4,0,2,1,0,4,0,7,Ntchisi,rural
32501,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,1,2,1,0,0,1,1,0,3,Ntchisi,rural
32502,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,0,2,0,1,0,0,0,1,2,Ntchisi,rural
32503,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0,4,3,0,0,1,2,4,0,7,Ntchisi,rural
32505,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,3,0,2,1,0,2,0,5,Ntchisi,rural
32506,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0,2,2,0,2,0,0,2,0,4,Ntchisi,rural
32507,325,Ntchisi Rural,0.45601895,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1,0,3,0,1,1,0,1,0,3,Ntchisi,rural
32508,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32509,325,Ntchisi Rural,0.45601895,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1.0,0,7,2,1,2,1,3,2,0,9,Ntchisi,rural
32511,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,3,1,0,0,0,0,2,2,4,Ntchisi,rural
32512,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,3,2,0,1,2,0,2,0,5,Ntchisi,rural
32513,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,1,4,2,1,0,0,2,0,5,Ntchisi,rural
32514,325,Ntchisi Rural,0.45601895,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,1,3,6,2,1,2,1,3,0,9,Ntchisi,rural
32515,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,2,2,0,2,0,0,2,0,4,Ntchisi,rural
32517,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,1,1,0,0,0,2,0,3,Ntchisi,rural
32518,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,4,1,0,0,2,0,3,0,5,Ntchisi,rural
32519,325,Ntchisi Rural,0.45601895,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,5,1,1,2,0,3,0,7,Ntchisi,rural
32520,325,Ntchisi Rural,0.45601895,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,2,2,1,1,0,0,2,0,4,Ntchisi,rural
32521,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,1,0,0,0,0,0,0,1,1,Ntchisi,rural
32522,325,Ntchisi Rural,0.45601895,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,1,5,1,2,0,0,2,1,6,Ntchisi,rural
32523,325,Ntchisi Rural,0.45601895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1,1,3,1,0,1,1,1,0,4,Ntchisi,rural
32524,325,Ntchisi Rural,0.45601895,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,4,2,2,0,0,2,0,6,Ntchisi,rural
32601,326,Ntchisi Rural,0.528651,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,2,1,0,0,0,1,0,2,Ntchisi,rural
32602,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,0,2,0,0,1,0,0,1,2,Ntchisi,rural
32603,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,2,0,1,0,0,2,0,3,Ntchisi,rural
32604,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1,3,3,0,0,2,0,4,0,6,Ntchisi,rural
32605,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,1,1,0,0,0,0,1,1,2,Ntchisi,rural
32606,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0,6,3,1,2,1,1,4,0,9,Ntchisi,rural
32607,326,Ntchisi Rural,0.528651,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,2,1,1,0,0,0,2,0,3,Ntchisi,rural
32608,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32609,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32610,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,3,0,1,1,0,2,1,5,Ntchisi,rural
32611,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0,2,3,1,0,2,0,2,0,5,Ntchisi,rural
32612,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32613,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,0,1,0,0,0,0,1,0,1,Ntchisi,rural
32614,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,3,1,0,0,0,0,2,2,4,Ntchisi,rural
32615,326,Ntchisi Rural,0.528651,,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,0,2,1,0,0,0,1,0,2,Ntchisi,rural
32616,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,1,0,0,0,0,2,1,3,Ntchisi,rural
32617,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0,3,3,1,1,2,0,2,0,6,Ntchisi,rural
32618,326,Ntchisi Rural,0.528651,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0,3,2,1,2,1,0,1,0,5,Ntchisi,rural
32619,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,3,1,1,1,0,0,2,0,4,Ntchisi,rural
32620,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,0,1,3,1,0,1,0,2,0,4,Ntchisi,rural
32621,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,1,1,0,0,0,0,2,0,2,Ntchisi,rural
32622,326,Ntchisi Rural,0.528651,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,5,1,1,1,1,2,1,7,Ntchisi,rural
32623,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1,2,2,0,0,1,1,1,1,4,Ntchisi,rural
32624,326,Ntchisi Rural,0.528651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,1,0,0,0,0,2,0,2,Ntchisi,rural
32701,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,1,0,0,0,0,0,0,1,1,Ntchisi,rural
32702,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,1.0,1,1,1,0,0,0,0,1,1,2,Ntchisi,rural
32703,327,Ntchisi Rural,0.28160855,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0,1,1,1,0,0,0,1,0,2,Ntchisi,rural
32704,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,4,2,0,1,1,0,2,2,6,Ntchisi,rural
32705,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,2,5,2,1,0,0,4,0,7,Ntchisi,rural
32706,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,1,2,1,0,0,0,2,0,3,Ntchisi,rural
32707,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,1,2,0,1,1,0,0,1,3,Ntchisi,rural
32708,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1.0,1,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32709,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32710,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,4,1,1,1,0,1,0,4,Ntchisi,rural
32711,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,2,3,0,0,3,0,1,1,5,Ntchisi,rural
32712,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,3,1,0,0,0,1,3,0,4,Ntchisi,rural
32713,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,2,0,0,0,0,0,2,0,2,Ntchisi,rural
32714,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1,4,1,0,2,0,1,2,0,5,Ntchisi,rural
32715,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,2,1,1,0,0,1,0,3,Ntchisi,rural
32716,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1.0,1,0,1,0,0,0,0,0,1,1,Ntchisi,rural
32717,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,4,2,1,0,2,1,2,0,6,Ntchisi,rural
32718,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,1,0,0,0,0,0,1,0,1,Ntchisi,rural
32719,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,2,2,0,1,1,0,2,0,4,Ntchisi,rural
32720,327,Ntchisi Rural,0.28160855,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,2,3,1,1,1,0,2,0,5,Ntchisi,rural
32721,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1.0,1,2,3,0,1,1,1,2,0,5,Ntchisi,rural
32722,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1,2,2,1,2,0,0,1,0,4,Ntchisi,rural
32723,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,5,1,0,1,2,0,2,1,6,Ntchisi,rural
32724,327,Ntchisi Rural,0.28160855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0,1,4,0,1,1,1,2,0,5,Ntchisi,rural
32801,328,Ntchisi Rural,0.3420646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,0,3,2,0,0,0,0,5,0,5,Ntchisi,rural
32802,328,Ntchisi Rural,0.3420646,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,1,0,3,2,0,0,0,1,0,3,Ntchisi,rural
32803,328,Ntchisi Rural,0.3420646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1,1,0,1,0,0,1,0,2,Ntchisi,rural
32804,328,Ntchisi Rural,0.3420646,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,1.0,1,2,4,1,2,1,0,2,0,6,Ntchisi,rural
